iterationNumber,MeanTravelTime,WarmUpTime,CarsInSimulationCount,CarsAcrossCorridorCount
769,126.756,100.22222222222223,79,15
770,126.956,100.22222222222223,81,15
771,129.81,100.22222222222223,80,17
772,130.722,100.22222222222223,76,16
773,129.847,100.22222222222223,77,16
774,126.458,100.22222222222223,78,17
775,128.535,100.22222222222223,81,16
776,126.956,100.22222222222223,79,15
777,127.422,100.22222222222223,78,15
778,131.928,100.22222222222223,77,17
779,130.722,100.22222222222223,79,18
780,128.66,100.22222222222223,83,16
781,130.865,100.22222222222223,80,14
782,127.34,100.22222222222223,79,17
783,128.972,100.22222222222223,82,16
784,127.472,100.22222222222223,83,16
785,130.622,100.22222222222223,78,15
786,130.643,100.22222222222223,81,19
787,127.722,100.22222222222223,77,20
788,130.422,100.22222222222223,76,15
789,127.105,100.22222222222223,83,17
790,128.34,100.22222222222223,83,17
791,126.485,100.22222222222223,85,19
792,128.333,100.22222222222223,78,18
793,126.516,100.22222222222223,87,17
794,129.17,100.22222222222223,82,19
795,129.535,100.22222222222223,77,16
796,127.285,100.22222222222223,81,16
797,131.572,100.22222222222223,82,20
798,132.222,100.22222222222223,82,16
799,130.163,100.22222222222223,81,17
800,127.34,100.22222222222223,80,17
801,131.294,100.22222222222223,80,14
802,128.693,100.22222222222223,80,17
803,125.889,100.22222222222223,77,15
804,129.389,100.22222222222223,77,18
805,128.944,100.22222222222223,85,18
806,127.535,100.22222222222223,83,16
807,130.222,100.22222222222223,73,12
808,131.34,100.22222222222223,80,17
809,132.289,100.22222222222223,75,15
810,134.611,100.22222222222223,79,18
811,129.389,100.22222222222223,79,18
812,128.064,100.22222222222223,78,19
813,131.089,100.22222222222223,83,15
814,128.956,100.22222222222223,78,15
815,129.778,100.22222222222223,81,18
816,130.422,100.22222222222223,84,15
817,128,100.22222222222223,79,18
818,128.458,100.22222222222223,80,17
819,129.822,100.22222222222223,73,15
820,127.535,100.22222222222223,75,16
821,132.275,100.22222222222223,79,19
822,128.752,100.22222222222223,83,17
823,129.689,100.22222222222223,79,15
824,129.597,100.22222222222223,76,16
825,130.928,100.22222222222223,80,17
826,127.752,100.22222222222223,81,17
827,128.693,100.22222222222223,83,17
828,128.597,100.22222222222223,75,16
829,131.854,100.22222222222223,84,19
830,128.516,100.22222222222223,83,17
831,126.869,100.22222222222223,78,17
832,129.987,100.22222222222223,82,17
833,132.516,100.22222222222223,80,17
834,131.389,100.22222222222223,76,18
835,126.299,100.22222222222223,78,13
836,130.167,100.22222222222223,80,18
837,130.684,100.22222222222223,76,13
838,128.117,100.22222222222223,81,19
839,128.865,100.22222222222223,76,14
840,128.684,100.22222222222223,84,13
841,128.41,100.22222222222223,80,16
842,128.622,100.22222222222223,77,15
843,130.17,100.22222222222223,80,19
844,127.064,100.22222222222223,83,19
845,128.91,100.22222222222223,81,16
846,128.889,100.22222222222223,85,18
847,129.222,100.22222222222223,82,16
848,129.756,100.22222222222223,77,15
849,127.991,100.22222222222223,79,13
850,131.376,100.22222222222223,83,13
851,128.597,100.22222222222223,75,16
852,126.752,100.22222222222223,84,17
853,132.556,100.22222222222223,80,15
854,132.046,100.22222222222223,82,17
855,128.012,100.22222222222223,82,19
856,128.516,100.22222222222223,77,17
857,129.956,100.22222222222223,72,15
858,130.105,100.22222222222223,81,17
859,131.575,100.22222222222223,78,17
860,127.105,100.22222222222223,77,17
861,125.928,100.22222222222223,82,17
862,128.987,100.22222222222223,83,17
863,128.389,100.22222222222223,81,18
864,128.322,100.22222222222223,85,20
865,129.489,100.22222222222223,76,15
866,130.156,100.22222222222223,79,15
867,127.356,100.22222222222223,79,15
868,128.756,100.22222222222223,82,15
869,128.928,100.22222222222223,80,17
870,129.131,100.22222222222223,84,22
871,125.634,100.22222222222223,81,17
872,128.928,100.22222222222223,82,17
873,128.597,100.22222222222223,79,16
874,126.068,100.22222222222223,76,13
875,127.222,100.22222222222223,81,16
876,127.281,100.22222222222223,80,17
877,127.752,100.22222222222223,78,17
878,132.285,100.22222222222223,83,16
879,129.281,100.22222222222223,76,17
880,127.089,100.22222222222223,81,15
881,130.163,100.22222222222223,79,17
882,129.151,100.22222222222223,75,14
883,126.972,100.22222222222223,78,16
884,128.156,100.22222222222223,80,15
885,126.622,100.22222222222223,78,15
886,127.535,100.22222222222223,77,16
887,131.222,100.22222222222223,81,16
888,128.294,100.22222222222223,74,14
889,132.156,100.22222222222223,75,15
890,131.485,100.22222222222223,83,19
891,129.365,100.22222222222223,76,14
892,129.105,100.22222222222223,79,17
893,128.689,100.22222222222223,86,15
894,129.752,100.22222222222223,77,17
895,126.34,100.22222222222223,81,17
896,124.972,100.22222222222223,81,16
897,131.722,100.22222222222223,86,18
898,126.869,100.22222222222223,80,17
899,127.651,100.22222222222223,74,14
900,129.693,100.22222222222223,84,17
901,127.222,100.22222222222223,78,17
902,128.056,100.22222222222223,79,18
903,131.046,100.22222222222223,80,17
904,128.972,100.22222222222223,74,16
905,133.489,100.22222222222223,78,15
906,129.139,100.22222222222223,74,12
907,128.752,100.22222222222223,81,17
908,129.458,100.22222222222223,80,17
909,129.289,100.22222222222223,78,15
910,132.538,100.22222222222223,77,19
911,127.399,100.22222222222223,80,17
912,131.472,100.22222222222223,82,16
913,128.289,100.22222222222223,81,15
914,127.437,100.22222222222223,76,14
915,128.516,100.22222222222223,81,17
916,127.822,100.22222222222223,78,15
917,132.972,100.22222222222223,85,16
918,126.046,100.22222222222223,80,17
919,126.222,100.22222222222223,81,17
920,132.16,100.22222222222223,79,16
921,128.472,100.22222222222223,79,16
922,131.105,100.22222222222223,78,17
923,128.684,100.22222222222223,78,13
924,128.749,100.22222222222223,76,19
925,128.022,100.22222222222223,75,15
926,127.591,100.22222222222223,84,19
927,131.356,100.22222222222223,82,15
928,131.294,100.22222222222223,77,14
929,132.289,100.22222222222223,81,15
930,129.41,100.22222222222223,78,16
931,131.079,100.22222222222223,76,14
932,128.847,100.22222222222223,77,16
933,132.458,100.22222222222223,82,17
934,129.516,100.22222222222223,80,17
935,125.847,100.22222222222223,80,16
936,125.285,100.22222222222223,81,16
937,128.865,100.22222222222223,80,14
938,126.422,100.22222222222223,82,15
939,128.785,100.22222222222223,81,16
940,131.622,100.22222222222223,80,15
941,126.756,100.22222222222223,80,15
942,129.66,100.22222222222223,77,16
943,130.008,100.22222222222223,75,14
944,125.356,100.22222222222223,81,15
945,133.022,100.22222222222223,78,15
946,129.972,100.22222222222223,82,16
947,130.535,100.22222222222223,80,16
948,129.399,100.22222222222223,81,17
949,130.756,100.22222222222223,79,15
950,130.313,100.22222222222223,73,11
951,131.689,100.22222222222223,83,15
952,130.472,100.22222222222223,83,16
953,129.643,100.22222222222223,79,19
954,127.399,100.22222222222223,81,17
955,129.579,100.22222222222223,73,14
956,130.579,100.22222222222223,75,14
957,130.281,100.22222222222223,76,17
958,129.222,100.22222222222223,79,16
959,128.472,100.22222222222223,79,16
960,127.822,100.22222222222223,78,15
961,127.833,100.22222222222223,86,18
962,127.508,100.22222222222223,80,14
963,129.222,100.22222222222223,79,16
964,125.889,100.22222222222223,80,18
965,131.538,100.22222222222223,81,19
966,128.34,100.22222222222223,85,17
967,129.778,100.22222222222223,87,18
968,129.458,100.22222222222223,81,17
969,130.278,100.22222222222223,82,18
970,127.41,100.22222222222223,79,16
971,130.575,100.22222222222223,78,17
972,130.5,100.22222222222223,84,18
973,127.365,100.22222222222223,73,14
974,128.458,100.22222222222223,81,17
975,129.111,100.22222222222223,78,18
976,132.151,100.22222222222223,76,14
977,127.281,100.22222222222223,78,17
978,128.489,100.22222222222223,76,15
979,131.622,100.22222222222223,81,15
980,129.105,100.22222222222223,79,17
981,129.865,100.22222222222223,77,14
982,128.285,100.22222222222223,76,16
983,131.399,100.22222222222223,80,17
984,127.722,100.22222222222223,81,16
985,131.111,100.22222222222223,81,18
986,126.294,100.22222222222223,78,14
987,128.579,100.22222222222223,81,14
988,128.91,100.22222222222223,82,16
989,130.489,100.22222222222223,78,15
990,129.937,100.22222222222223,79,14
991,128.17,100.22222222222223,81,19
992,128.752,100.22222222222223,78,17
993,125.66,100.22222222222223,80,16
994,131.222,100.22222222222223,85,18
995,131.622,100.22222222222223,85,20
996,123.556,100.22222222222223,78,15
997,126.453,100.22222222222223,80,13
998,130.012,100.22222222222223,85,19
999,130.535,100.22222222222223,81,16
