Vehicle_ID,Frame_ID,Tot_Frames,Epoch_ms,Local_X,Local_Y,Global_X,Global_Y,Veh_Len,Veh_Wid,Veh_Class,Veh_Velocity,Vehicle_Acc,Lane_ID,Org_Zone,Dest_Zone,Intersection,Section,Direction,Movement,Preceding_Veh,Following_Veh,Spacing,Headway
1124,6278,74,1163658100,2.181,2051.38,2230794.92,1377510.358,17.2,7.0,2,9.43,0.48,0,115,214,5,0,2,2,0,0,0.0,0.0
1125,6262,248,1163656500,-24.03,707.0169999999999,2230556.569,1376240.669,16.1,7.0,2,23.06,0.0,0,122,202,2,0,4,3,0,0,0.0,0.0
1127,6301,1126,1163660400,-11.625,1986.685,2230791.1769999997,1377444.3069999998,16.3,7.0,2,19.89,-0.52,0,115,201,0,5,4,1,0,0,0.0,0.0
1128,6296,1022,1163659900,-13.700999999999999,1666.306,2230818.958,1377126.689,15.7,7.0,2,16.42,0.0,1,118,223,0,5,4,1,0,0,0.0,0.0
1129,6302,204,1163660500,-27.891,711.278,2230553.557,1376245.5669999998,15.0,7.0,2,19.77,0.0,0,122,201,2,0,4,3,0,0,0.0,0.0
1131,6303,1409,1163660600,13.571,77.617,2230524.5209999997,1375610.1090000002,15.0,7.0,2,26.28,0.0,1,101,214,0,1,2,1,1123,0,51.99,1.98
1134,6319,1296,1163662200,12.793,60.568000000000005,2230522.365,1375593.179,14.5,7.0,2,26.06,0.0,1,101,215,0,1,2,1,1131,0,59.1,2.27
1136,6319,200,1163662200,0.593,151.81,2230518.9069999997,1375684.882,16.5,7.0,2,2.1,0.0,9999,123,223,1,0,2,2,0,0,0.0,0.0
1138,6330,202,1163663300,-24.333000000000002,705.702,2230556.03,1376239.4330000002,16.6,7.0,2,24.6,-6.05,0,122,202,2,0,4,3,0,0,0.0,0.0
1140,6338,30,1163664100,-10.138,2054.618,2230782.251,1377511.675,17.1,7.0,2,16.92,-0.58,0,115,214,5,0,2,2,0,0,0.0,0.0
1142,6336,1290,1163663900,15.249,61.673,2230524.902,1375594.082,15.5,7.0,2,25.76,0.0,1,101,215,0,1,2,1,1134,0,43.2,1.68
1144,6381,858,1163668400,-20.395,1180.351,2230786.755,1376654.5659999999,15.5,7.0,2,9.3,5.12,0,121,202,3,0,4,3,0,0,0.0,0.0
1145,6368,1038,1163667100,-22.061,1997.025,2230779.28,1377452.936,15.6,7.0,2,18.1,-0.72,0,115,201,5,0,4,3,0,0,0.0,0.0
1147,6380,1353,1163668300,13.870999999999999,94.14399999999999,2230526.1580000003,1375626.5580000002,15.0,7.0,2,32.76,0.0,1,101,214,0,1,2,1,1131,0,189.28,5.78
1149,6388,22,1163669100,-22.271,134.341,2230493.389,1375669.549,16.8,7.0,2,18.29,0.0,2,123,201,0,1,4,1,0,1113,0.0,0.0
1152,6393,1378,1163669600,12.536,43.041000000000004,2230520.6890000002,1375575.731,16.0,7.0,2,35.15,0.0,1,101,214,0,1,2,1,1147,0,94.09,2.68
1154,6424,238,1163672700,-0.795,2012.35,2230797.951,1377471.334,14.9,7.3,2,10.39,-1.43,0,115,220,5,0,4,3,0,0,0.0,0.0
1155,6437,1350,1163674000,16.998,114.795,2230530.9469999997,1375646.888,16.5,7.0,2,37.91,0.0,1,101,214,0,1,2,1,1147,1157,143.83,3.79
1157,6437,1376,1163674000,14.343,47.622,2230522.861,1375580.15,17.0,7.0,2,30.49,0.0,1,101,214,0,1,2,1,1155,0,67.17,2.2
1158,6447,745,1163675000,-6.436,1529.868,2230827.804,1376990.843,16.3,7.0,2,11.57,-1.97,1,120,206,0,4,4,1,1121,0,63.52,5.49
1159,6476,29,1163677900,5.8420000000000005,2054.331,2230798.086,1377513.8369999998,18.0,6.7,2,20.83,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1160,6505,32,1163680800,7.9670000000000005,2056.044,2230799.924,1377515.855,16.6,7.0,2,21.85,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1161,6522,32,1163682500,3.997,2060.133,2230795.375,1377519.2880000002,16.2,6.6,2,22.54,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1165,6527,1309,1163683000,14.505,67.39699999999999,2230524.624,1375599.8469999998,16.6,7.0,2,41.89,0.0,1,101,214,0,1,2,1,1157,0,251.84,6.01
1167,6534,32,1163683700,3.4930000000000003,2063.311,2230794.391,1377522.351,15.0,6.8,2,23.22,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1168,6531,437,1163683400,4.0169999999999995,1576.631,2230838.2569999998,1377037.606,14.6,7.0,2,21.15,0.0,1,120,215,0,4,2,1,0,0,0.0,0.0
1170,6554,2268,1163685700,13.89,59.104,2230523.34,1375591.631,15.5,7.0,2,18.35,0.0,1,101,214,0,1,2,1,1157,0,323.4,17.62
1171,6546,32,1163684900,1.787,2061.6929999999998,2230792.953,1377520.491,15.4,6.7,2,21.55,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1172,6565,33,1163686800,1.179,2065.521,2230791.766,1377524.1809999999,15.0,6.6,2,21.55,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1173,6567,1228,1163687000,25.46,45.09,2230533.7369999997,1375576.727,16.5,7.0,2,21.84,0.0,2,101,214,0,1,2,1,1123,0,776.61,35.56
1175,6593,961,1163689600,-7.789,1527.648,2230826.451,1376988.6230000001,17.2,6.8,2,15.74,-2.33,1,120,202,0,4,4,1,1127,0,413.76,26.29
1176,6586,1987,1163688900,10.581,72.142,2230521.097,1375604.894,16.0,7.0,2,11.31,0.0,1,101,215,0,1,2,1,1170,0,45.66,4.04
1177,6621,959,1163692400,-8.765,2040.641,2230785.746,1377498.073,16.1,7.0,2,25.55,0.0,2,115,202,5,0,4,3,0,0,0.0,0.0
1179,6621,932,1163692400,-20.537,2051.5029999999997,2230772.451,1377507.006,17.0,6.6,2,32.48,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1181,6637,23,1163694000,5.781000000000001,162.233,2230525.844,1375694.233,17.0,7.1,2,25.75,0.0,0,123,201,1,0,4,3,0,0,0.0,0.0
1182,6643,1319,1163694600,-6.968999999999999,203.959,2230520.617,1375737.549,16.4,7.0,2,14.62,-0.84,0,123,214,1,0,2,2,0,0,0.0,0.0
1183,6638,589,1163694100,-8.485,2050.501,2230784.514,1377507.8590000002,15.1,7.0,2,28.94,0.0,1,114,206,5,0,4,1,1175,0,637.0,22.01
1185,6643,923,1163694600,-20.494,2049.71,2230772.768,1377505.24,15.2,7.0,2,37.79,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1187,6668,942,1163697100,-4.768,210.78400000000002,2230523.981,1375743.879,16.3,7.0,2,15.45,-1.87,0,123,222,1,0,2,2,0,0,0.0,0.0
1189,6668,1604,1163697100,-8.525,2049.657,2230784.6040000003,1377507.019,17.1,7.0,2,30.69,0.0,1,114,201,5,0,4,1,1183,0,86.06,2.8
1190,6670,903,1163697300,7.183,1231.123,2230831.825,1376690.717,15.0,7.5,2,13.48,0.0,1,111,215,3,0,2,3,0,0,0.0,0.0
1192,6689,1239,1163699200,0.38,216.632,2230530.074,1375748.7219999998,16.7,7.1,2,21.87,10.12,0,123,214,1,0,2,2,0,0,0.0,0.0
1194,6666,541,1163696900,-7.808,1528.138,2230826.432,1376989.1130000001,16.3,7.0,2,23.81,0.0,1,120,206,0,4,4,1,0,0,0.0,0.0
1195,6698,781,1163700100,-10.856,2056.529,2230781.249,1377513.4540000001,15.0,7.0,2,27.75,0.0,1,114,222,5,0,4,1,1189,0,98.33,3.54
1196,6725,166,1163702800,-8.53,2048.424,2230784.788,1377505.8,16.2,7.0,2,30.76,0.0,1,114,212,5,0,4,1,1195,0,66.85,2.17
1198,6736,136,1163703900,22.379,1651.8529999999998,2230855.628,1377113.313,17.7,7.4,2,16.37,0.0,2,112,214,0,5,2,1,1104,1123,102.12,6.24
1200,6746,1556,1163704900,-8.997,2050.651,2230783.985,1377507.929,16.1,7.0,2,33.77,0.0,1,114,201,5,0,4,1,1196,0,66.82,1.98
1201,6753,806,1163705600,-19.365,2050.749,2230773.724,1377506.44,15.7,7.0,2,47.33,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1206,6767,1553,1163707000,-11.649000000000001,2063.09,2230779.461,1377519.8159999999,15.1,7.0,2,38.0,0.0,1,114,201,5,0,4,1,1200,0,83.37,2.19
1210,6779,899,1163708200,-19.486,2050.217,2230773.6859999998,1377505.896,16.2,7.0,2,39.57,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
1213,6801,150,1163710400,-12.526,2048.4179999999997,2230780.839,1377505.1830000002,15.0,6.5,2,40.24,0.0,2,115,212,5,0,4,3,0,0,0.0,0.0
1214,6808,1540,1163711100,-20.113,2046.4470000000001,2230773.643,1377502.074,16.1,7.0,2,40.32,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1219,6829,1504,1163713200,-9.543,2048.57,2230783.764,1377505.789,16.6,7.0,2,46.06,0.0,1,114,201,5,0,4,1,1213,0,108.65,2.36
1225,6855,487,1163715800,26.107,112.429,2230539.8340000003,1375643.792,15.1,7.0,2,0.06,0.0,2,101,202,0,1,2,1,1173,0,25.38,422.97
1226,6861,1503,1163716400,-12.517000000000001,2049.0460000000003,2230780.752,1377505.805,16.7,7.0,2,44.34,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1228,6869,34,1163717200,2.544,2061.922,2230793.6659999997,1377520.834,16.6,6.7,2,16.54,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1232,6881,1925,1163718400,7.796,242.132,2230541.3430000003,1375773.33,15.3,7.2,2,15.02,0.0,3,102,214,0,2,2,1,0,0,0.0,0.0
1235,6886,1374,1163718900,-11.214,2058.792,2230780.549,1377515.635,16.4,7.0,2,46.38,0.0,1,114,201,5,0,4,1,1226,0,116.25,2.51
1237,6918,818,1163722100,7.99,1236.745,2230834.913,1376696.1430000002,16.0,6.5,2,17.07,-10.02,0,121,214,3,0,2,2,0,0,0.0,0.0
1240,6903,31,1163720600,-0.006999999999999999,2066.509,2230790.443,1377524.976,14.3,7.0,2,24.85,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1244,6909,1476,1163721200,-11.377,2054.58,2230781.0319999997,1377511.448,15.1,7.0,2,41.27,0.0,1,114,201,5,0,4,1,1235,0,99.44,2.41
1246,6928,11,1163723100,19.768,2081.188,2230807.739,1377542.5080000001,17.3,7.4,2,14.62,0.0,2,113,214,5,0,2,3,0,1237,0.0,0.0
1247,6925,25,1163722800,2.5980000000000003,2063.922,2230793.413,1377522.8180000002,15.1,6.5,2,22.35,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1252,6954,27,1163725700,-4.379,2056.924,2230787.589,1377514.835,15.6,6.6,2,25.16,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1253,6963,19,1163726600,28.01,2065.416,2230818.297,1377528.1830000002,16.3,7.4,2,14.94,0.0,0,113,214,5,0,2,3,0,0,0.0,0.0
1255,6980,28,1163728300,3.017,2060.909,2230794.288,1377519.905,18.0,6.7,2,28.26,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1262,7022,1149,1163732500,5.305,223.412,2230536.285,1375754.426,15.2,7.0,2,19.88,10.02,0,123,210,1,0,2,2,0,0,0.0,0.0
1263,7012,10,1163731500,20.34,2080.806,2230808.376,1377542.1530000002,14.2,7.1,2,20.73,-11.21,0,113,214,5,0,2,3,0,0,0.0,0.0
1265,7055,31,1163735800,-6.103,2051.6279999999997,2230786.696,1377509.3380000002,17.2,6.9,2,15.22,-0.59,0,115,214,5,0,2,2,0,0,0.0,0.0
1266,7048,15,1163735100,31.243000000000002,2059.652,2230822.374,1377522.9819999998,16.8,7.5,2,20.36,0.0,3,113,214,5,0,2,3,0,0,0.0,0.0
1269,7074,24,1163737700,-9.107999999999999,2051.4570000000003,2230783.752,1377508.709,15.4,6.7,2,15.48,-0.79,0,115,214,5,0,2,2,0,0,0.0,0.0
1271,7078,514,1163738100,4.034,1582.652,2230838.274,1377043.6269999999,17.7,7.0,2,26.85,0.0,1,120,215,0,4,2,1,0,0,0.0,0.0
1272,7098,25,1163740100,-6.848,2054.482,2230785.523,1377512.044,16.9,7.0,2,18.61,-0.93,0,115,214,5,0,2,2,0,0,0.0,0.0
1274,7090,26,1163739300,1.761,143.39,2230518.579,1375676.388,17.5,7.0,2,18.43,0.0,9999,123,223,1,0,2,2,0,0,0.0,0.0
1275,7100,42,1163740300,4.713,121.28,2230519.227,1375654.346,17.0,7.0,2,16.68,0.0,11,101,223,0,1,2,1,0,1278,0.0,0.0
1278,7100,63,1163740300,5.506,90.786,2230517.548,1375623.888,15.5,7.0,2,14.78,0.0,11,101,223,0,1,2,1,1275,0,30.49,2.06
1280,7133,30,1163743600,10.494000000000002,2064.79,2230801.083,1377524.884,14.7,7.0,2,18.29,-0.84,0,115,214,5,0,2,2,0,0,0.0,0.0
1281,7133,31,1163743600,-8.488999999999999,2049.627,2230784.644,1377506.995,14.4,6.8,2,14.39,0.0,0,115,214,5,0,2,2,0,0,0.0,0.0
1284,7146,247,1163744900,-28.579,708.77,2230552.42,1376243.2280000001,15.0,6.7,2,21.34,0.0,0,122,223,2,0,4,3,0,0,0.0,0.0
1285,7169,44,1163747200,-5.072,2055.542,2230787.116,1377513.3630000001,14.6,6.7,2,12.92,-0.23,0,115,214,5,0,2,2,0,0,0.0,0.0
1288,7188,34,1163749100,-9.871,2054.04,2230782.603,1377511.145,17.1,7.0,2,14.14,-0.57,0,115,214,5,0,2,2,0,0,0.0,0.0
1289,7183,1596,1163748600,23.701999999999998,86.553,2230535.3419999997,1375618.196,14.5,7.0,2,1.02,0.0,2,101,214,0,1,2,1,1225,0,25.53,25.03
1293,7183,1344,1163748600,12.944,80.593,2230524.137,1375613.126,15.5,7.0,2,0.62,0.0,1,101,201,0,1,2,1,1176,0,23.15,37.34
1294,7183,241,1163748600,-25.405,709.4730000000001,2230555.669,1376243.336,15.3,7.0,2,14.97,0.0,2,122,223,2,0,4,3,0,0,0.0,0.0
1295,7235,43,1163753800,36.926,672.8389999999999,2230610.203,1376195.868,15.6,7.0,2,19.81,0.0,1,122,203,0,0,4,1,0,0,0.0,0.0
1299,7211,1201,1163751400,-15.414000000000001,1992.783,2230786.498,1377449.761,15.4,7.0,2,21.21,-0.79,0,115,201,5,0,4,3,0,0,0.0,0.0
1300,7204,26,1163750700,1.7069999999999999,133.16299999999998,2230517.193,1375666.4340000001,18.5,7.0,2,26.84,0.0,11,101,223,0,1,2,1,0,0,0.0,0.0
1303,7215,1343,1163751800,12.915999999999999,225.47299999999998,2230543.969,1375755.2380000001,15.2,7.4,2,14.44,0.0,0,102,215,1,0,2,3,0,0,0.0,0.0
1306,7229,19,1163753200,17.846,2075.725,2230806.7,1377536.8169999998,15.6,7.4,2,12.74,-10.02,0,113,214,5,0,2,3,0,0,0.0,0.0
1308,7236,1564,1163753900,23.816,72.046,2230534.281,1375603.727,15.0,7.0,2,2.64,0.0,2,101,214,0,1,2,1,1289,0,20.03,7.59
1311,7240,1608,1163754300,13.044,31.052,2230520.225,1375563.74,15.0,7.0,2,20.72,0.0,1,101,214,0,1,2,1,1293,0,70.26,3.39
1314,7303,1243,1163760600,17.814,799.242,2230618.799,1376316.89,17.0,6.7,2,31.55,10.02,2,122,215,0,3,2,1,1123,1303,868.04,27.51
1318,7312,377,1163761500,13.175,51.576,2230522.017,1375584.186,17.0,7.0,2,43.54,0.0,1,101,222,0,1,2,1,1293,0,242.63,5.57
1320,7326,545,1163762900,21.535999999999998,1649.874,2230854.845,1377111.1930000002,14.8,7.0,2,8.89,5.15,0,112,214,4,0,2,3,0,0,0.0,0.0
1322,7326,112,1163762900,7.879,34.836,2230515.383,1375567.93,15.0,7.0,2,37.37,0.0,11,101,223,0,1,2,1,0,0,0.0,0.0
1327,7372,139,1163767500,5.022,1604.023,2230839.014,1377065.015,15.2,7.0,2,17.75,7.08,0,112,221,4,0,4,2,0,0,0.0,0.0
1331,7377,1457,1163768000,14.934000000000001,92.68700000000001,2230527.099,1375625.02,16.0,7.0,2,51.3,0.0,1,101,214,0,1,2,1,1318,0,222.95,4.35
1333,7398,26,1163770100,-1.2429999999999999,2048.958,2230791.9069999997,1377507.4430000002,16.3,6.9,2,19.68,-0.64,0,115,214,5,0,2,2,0,0,0.0,0.0
1336,7401,508,1163770400,23.006999999999998,1645.2220000000002,2230856.36,1377106.294,15.4,7.0,2,13.42,11.2,0,112,214,4,0,2,3,0,0,0.0,0.0
1338,7399,17,1163770200,-18.756,131.78799999999998,2230496.6859999998,1375666.72,14.9,7.0,2,18.46,0.0,2,123,201,0,1,4,1,0,1294,0.0,0.0
1340,7434,39,1163773700,7.257999999999999,2059.038,2230798.867,1377518.708,14.5,7.0,2,17.68,9.61,0,115,214,5,0,2,2,0,0,0.0,0.0
1343,7405,1468,1163770800,16.637999999999998,40.713,2230524.589,1375573.0780000002,16.0,7.0,2,49.19,0.0,1,101,214,0,1,2,1,1331,0,194.85,3.96
1345,7448,25,1163775100,-20.244,136.12,2230495.563,1375671.2769999998,14.3,6.5,2,12.17,10.94,0,123,201,1,0,4,3,0,0,0.0,0.0
1349,7459,320,1163776200,26.586,1119.616,2230801.932,1376578.437,15.1,7.2,2,20.89,0.0,1,105,214,0,3,2,1,0,0,0.0,0.0
1350,7469,1351,1163777200,9.401,230.263,2230541.35,1375760.571,15.8,7.2,2,21.62,0.0,3,102,214,1,0,2,3,0,0,0.0,0.0
1351,7670,380,1163797300,2.915,1243.146,2230831.535,1376704.55,16.3,6.7,2,25.23,5.27,1,121,214,0,4,2,1,1192,1232,495.07,19.62
1352,7507,30,1163781000,1.551,2062.199,2230792.642,1377520.955,16.4,6.6,2,20.2,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1356,7531,32,1163783400,3.537,2061.645,2230794.6890000002,1377520.7119999998,15.2,6.8,2,20.47,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1358,7558,28,1163786100,2.943,2058.16,2230794.636,1377517.177,13.2,6.6,2,22.13,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1359,7563,11,1163786600,23.947,2067.35,2230813.986,1377529.4730000002,14.3,7.5,2,20.14,0.0,11,114,214,5,0,2,2,0,0,0.0,0.0
1360,7579,33,1163788200,1.4969999999999999,2060.199,2230792.895,1377518.971,13.5,6.5,2,21.04,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1361,7602,510,1163790500,-29.205,709.426,2230551.925,1376243.9880000001,15.2,7.0,2,16.79,-1.44,0,122,202,2,0,4,3,0,0,0.0,0.0
1362,7598,44,1163790100,-0.42100000000000004,2063.252,2230790.5319999997,1377521.6940000001,15.2,6.8,2,20.04,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1363,7617,32,1163792000,2.531,2061.423,2230793.7290000003,1377520.3380000002,18.2,6.5,2,19.21,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1364,7632,1264,1163793500,-6.067,212.287,2230522.966,1375745.585,16.2,6.8,2,23.02,-1.78,0,123,214,1,0,2,2,0,0,0.0,0.0
1367,7633,18,1163793600,-17.238,130.747,2230498.115,1375665.5590000001,19.1,8.0,2,23.64,0.0,2,101,201,0,1,4,1,0,1210,0.0,0.0
1368,7648,615,1163795100,-29.704,711.39,2230551.796,1376246.01,15.8,6.8,2,11.62,-1.32,0,122,223,2,0,4,3,0,0,0.0,0.0
1369,7663,1268,1163796600,-1.709,223.91099999999997,2230529.261,1375756.065,15.7,6.9,2,26.6,10.02,0,123,214,1,0,2,2,0,0,0.0,0.0
1375,7651,917,1163795400,-10.039,2059.008,2230781.6769999997,1377516.029,14.4,6.8,2,25.55,0.0,1,114,201,5,0,4,1,1299,0,1583.15,61.96
1376,7664,33,1163796700,2.7689999999999997,166.52700000000002,2230523.6319999998,1375698.989,14.8,7.0,2,17.78,-1.45,0,102,201,1,0,4,2,0,0,0.0,0.0
1377,7655,909,1163795800,-21.508000000000003,2047.211,2230772.148,1377502.616,17.0,6.8,2,26.45,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1381,7669,167,1163797200,-7.727,2057.624,2230784.173,1377515.015,14.9,7.0,2,27.91,0.0,1,114,212,5,0,4,1,1299,0,1610.45,57.7
1382,7686,1355,1163798900,-1.501,217.271,2230528.341,1375749.719,14.6,6.7,2,27.94,-3.55,0,123,215,1,0,2,2,0,0,0.0,0.0
1383,7678,39,1163798100,5.3020000000000005,164.93900000000002,2230525.847,1375696.981,15.0,7.2,2,19.21,-0.7,0,102,201,1,0,4,2,0,0,0.0,0.0
1386,7697,1587,1163800000,-9.362,2055.651,2230782.859,1377512.815,15.6,7.0,2,32.51,0.0,1,114,201,5,0,4,1,1381,0,73.52,2.26
1387,7708,1244,1163801100,-2.34,215.391,2230527.191,1375748.0480000002,15.7,6.9,2,17.53,5.1,0,123,214,1,0,2,2,0,0,0.0,0.0
1388,7707,61,1163801000,-28.093000000000004,711.617,2230553.421,1376245.937,16.3,6.8,2,14.17,-1.41,0,122,203,2,0,4,1,0,0,0.0,0.0
1390,7727,1247,1163803000,4.783,227.53799999999998,2230536.3219999997,1375758.6830000002,15.9,7.1,2,25.85,9.32,0,123,214,1,0,2,2,0,0,0.0,0.0
1392,7725,1580,1163802800,-8.812000000000001,2051.784,2230783.995,1377509.0769999998,14.8,6.8,2,31.98,0.0,1,114,201,5,0,4,1,1386,0,87.23,2.73
1394,7743,233,1163804600,6.308,1230.776,2230830.884,1376690.736,15.7,7.2,2,17.33,0.0,0,111,214,3,0,2,3,0,0,0.0,0.0
1397,7742,833,1163804500,-9.747,2051.2470000000003,2230783.153,1377508.404,17.1,6.5,2,38.33,0.0,1,114,201,5,0,4,1,1386,0,141.56,3.69
1404,7768,791,1163807100,-9.652999999999999,2059.6479999999997,2230781.96,1377516.72,14.6,6.8,2,34.77,0.0,1,114,202,5,0,4,1,1397,0,105.79,3.04
1405,7768,1502,1163807100,-25.0,2058.724,2230766.935,1377513.459,16.0,6.5,2,33.75,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1412,7794,1534,1163809700,-8.442,2043.96,2230785.558,1377501.4019999998,16.4,6.6,2,31.17,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1413,7794,1464,1163809700,-19.776,2050.266,2230773.392,1377505.9,16.7,6.6,2,31.32,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
1419,7823,1516,1163812600,-19.602,2056.763,2230772.57,1377512.3469999998,15.5,6.5,2,26.88,0.0,2,114,201,5,0,4,1,1413,0,98.54,3.67
1420,7811,163,1163811400,-9.753,2050.9970000000003,2230783.185,1377508.156,16.0,6.5,2,34.41,0.0,1,114,212,5,0,4,1,1404,0,140.02,4.07
1424,7847,878,1163815000,11.685,1380.015,2230849.671,1376841.6509999998,15.6,7.1,2,10.53,12.27,1,111,214,0,4,2,1,1394,1232,194.0,18.42
1431,7837,1015,1163814000,10.831,225.41299999999998,2230541.906,1375755.545,15.9,7.4,2,13.27,0.0,3,102,214,1,0,2,3,0,0,0.0,0.0
1432,7842,1512,1163814500,-10.644,2059.576,2230780.992,1377516.497,15.1,6.8,2,34.5,0.0,1,114,201,5,0,4,1,1420,0,112.41,3.26
1438,7867,587,1163817000,-26.866999999999997,710.6569999999999,2230554.45,1376244.7680000002,16.0,7.0,2,8.72,-1.48,0,122,201,2,0,4,3,0,0,0.0,0.0
1440,7870,913,1163817300,10.710999999999999,1228.944,2230834.236,1376687.343,15.5,7.0,2,14.18,-2.95,0,111,214,3,0,2,3,0,0,0.0,0.0
1442,7882,138,1163818500,17.511,1649.1670000000001,2230850.692,1377110.094,15.0,7.0,2,12.72,10.02,0,112,214,4,0,2,3,0,0,0.0,0.0
1446,7880,1477,1163818300,-11.404000000000002,2050.929,2230781.5640000002,1377507.836,15.0,6.8,2,47.13,0.0,1,114,201,5,0,4,1,1432,0,119.08,2.53
1449,7899,1470,1163820200,-19.796,2049.5170000000003,2230773.4869999997,1377505.156,15.1,6.5,2,30.48,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
1450,7902,124,1163820500,-0.475,2061.252,2230790.785,1377519.71,15.5,6.5,2,3.64,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1452,7903,1832,1163820600,8.851,251.94099999999997,2230543.219,1375783.015,20.0,7.0,2,21.44,0.0,3,102,214,0,2,2,1,0,0,0.0,0.0
1453,7903,1474,1163820600,-11.078,2057.535,2230780.875,1377514.414,16.0,6.5,2,44.95,0.0,1,114,201,5,0,4,1,1446,0,110.76,2.46
1457,7935,548,1163823800,-27.923000000000002,707.1489999999999,2230552.767,1376241.514,15.9,7.0,2,12.09,0.0,0,122,201,2,0,4,3,0,0,0.0,0.0
1459,7938,1317,1163824100,9.685,230.403,2230541.654,1375760.659,15.0,7.0,2,9.72,0.0,3,102,221,1,0,2,3,0,0,0.0,0.0
1463,7973,1424,1163827600,-9.847000000000001,2047.4979999999998,2230783.628,1377504.6840000001,16.2,6.6,2,41.21,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1467,8000,160,1163830300,-29.704,715.802,2230552.607,1376250.3469999998,15.5,7.0,2,15.14,0.0,0,122,202,2,0,4,3,0,0,0.0,0.0
1468,8007,12,1163831000,25.399,2065.561,2230815.695,1377527.927,15.8,7.2,2,19.78,0.0,3,113,214,5,0,2,3,0,0,0.0,0.0
1469,8017,42,1163832000,-1.234,166.96,2230519.768,1375700.118,16.3,7.2,2,17.06,-1.14,0,123,201,1,0,4,3,0,0,0.0,0.0
1473,8037,1657,1163834000,9.302,226.745,2230540.635,1375757.125,15.9,7.0,2,17.22,0.0,3,102,214,1,0,2,3,0,0,0.0,0.0
1476,8042,1615,1163834500,12.754000000000001,85.088,2230524.3109999998,1375617.622,15.0,7.0,2,9.0,0.0,1,101,214,0,1,2,1,1473,0,150.74,16.75
1478,8057,234,1163836000,-32.196999999999996,715.012,2230550.011,1376250.029,15.7,6.8,2,17.95,0.0,2,122,223,2,0,4,3,0,0,0.0,0.0
1479,8087,29,1163839000,0.716,2060.28,2230792.11,1377518.9319999998,27.7,7.0,3,12.93,-0.65,0,115,214,5,0,2,2,0,0,0.0,0.0
1480,8109,55,1163841200,23.11,2070.616,2230812.659,1377532.572,14.9,7.1,2,2.84,0.0,0,113,214,5,0,2,3,0,0,0.0,0.0
1483,8089,1691,1163839200,14.82,36.382,2230522.4269999997,1375568.909,15.6,7.0,2,14.19,0.0,1,101,214,0,1,2,1,1476,0,91.02,6.41
1486,8081,219,1163838400,-7.528,1673.476,2230824.827,1377134.111,15.9,6.8,2,12.07,-0.36,1,118,212,0,5,4,1,1453,0,293.77,24.34
1489,8107,26,1163841000,2.614,144.517,2230519.616,1375677.3480000002,15.5,7.0,2,21.93,0.0,9999,123,223,1,0,2,2,0,0,0.0,0.0
1490,8107,62,1163841000,4.425,116.26299999999999,2230518.534,1375649.369,15.5,7.0,2,10.73,0.0,11,101,223,0,1,2,1,0,0,0.0,0.0
1492,8130,37,1163843300,-3.431,2052.865,2230789.1769999997,1377510.775,16.1,6.6,2,21.95,10.02,0,115,214,5,0,2,2,0,0,0.0,0.0
1495,8157,23,1163846000,2.501,2064.0570000000002,2230793.297,1377522.937,19.0,6.7,2,18.64,-0.5,0,115,214,5,0,2,2,0,0,0.0,0.0
1497,8143,86,1163844600,24.436999999999998,104.601,2230537.536,1375636.125,16.0,7.0,2,8.05,0.0,2,101,202,0,1,2,1,1452,0,529.58,65.79
1499,8181,28,1163848400,-17.778,133.542,2230497.8030000003,1375668.388,16.6,6.7,2,17.06,4.39,2,123,201,0,1,4,1,0,1368,0.0,0.0
